
Current: 11767.77 Voltage: 569.24 Power: 6698.68 R3: 17416.30
Current: 11752.84 Voltage: 569.47 Power: 6692.92 R3: 17394.20
Current: 11761.61 Voltage: 569.47 Power: 6697.88 R3: 17407.19
Current: 11767.73 Voltage: 570.52 Power: 6713.76 R3: 17416.24
Current: 11705.29 Voltage: 570.61 Power: 6679.16 R3: 17323.83
Current: 11706.07 Voltage: 569.78 Power: 6669.93 R3: 17324.98
Current: 11740.91 Voltage: 569.65 Power: 6688.22 R3: 17376.56
Current: 11760.60 Voltage: 569.53 Power: 6698.04 R3: 17405.69
Current: 11762.00 Voltage: 569.56 Power: 6699.11 R3: 17407.76
Current: 11732.57 Voltage: 569.64 Power: 6683.38 R3: 17364.20
Current: 11742.92 Voltage: 569.66 Power: 6689.46 R3: 17379.52
Current: 11752.09 Voltage: 569.59 Power: 6693.85 R3: 17393.09
Current: 11758.52 Voltage: 569.55 Power: 6697.07 R3: 17402.61
Current: 11738.39 Voltage: 569.64 Power: 6686.62 R3: 17372.82
Current: 11738.54 Voltage: 569.68 Power: 6687.24 R3: 17373.04
Current: 11752.56 Voltage: 569.63 Power: 6694.58 R3: 17393.80
Current: 11754.73 Voltage: 569.52 Power: 6694.50 R3: 17397.00
Current: 11716.53 Voltage: 569.76 Power: 6675.62 R3: 17340.46
Current: 11736.54 Voltage: 569.63 Power: 6685.51 R3: 17370.08
Current: 11745.04 Voltage: 569.68 Power: 6690.87 R3: 17382.67
Current: 11743.40 Voltage: 569.58 Power: 6688.76 R3: 17380.22
Current: 11729.04 Voltage: 569.77 Power: 6682.86 R3: 17358.98
Current: 11735.36 Voltage: 569.70 Power: 6685.65 R3: 17368.33
Current: 11747.47 Voltage: 569.66 Power: 6692.03 R3: 17386.26
Current: 11727.50 Voltage: 569.72 Power: 6681.44 R3: 17356.70
Current: 11742.80 Voltage: 569.66 Power: 6689.43 R3: 17379.35
Current: 11752.36 Voltage: 569.64 Power: 6694.57 R3: 17393.50
Current: 11762.64 Voltage: 569.56 Power: 6699.56 R3: 17408.70
Current: 11759.24 Voltage: 569.64 Power: 6698.54 R3: 17403.67
Current: 11733.07 Voltage: 569.77 Power: 6685.16 R3: 17364.95
Current: 11747.43 Voltage: 569.71 Power: 6692.66 R3: 17386.20
Current: 11757.87 Voltage: 569.54 Power: 6696.60 R3: 17401.65
Current: 11769.58 Voltage: 569.55 Power: 6703.37 R3: 17418.98
Current: 11755.32 Voltage: 569.61 Power: 6695.93 R3: 17397.87
Current: 11748.36 Voltage: 569.66 Power: 6692.62 R3: 17387.58
Current: 11754.25 Voltage: 569.66 Power: 6695.92 R3: 17396.30
Current: 11766.05 Voltage: 569.56 Power: 6701.47 R3: 17413.76
Current: 11758.77 Voltage: 569.66 Power: 6698.55 R3: 17402.98
Current: 11740.06 Voltage: 569.78 Power: 6689.23 R3: 17375.30
Current: 11750.05 Voltage: 569.80 Power: 6695.13 R3: 17390.08
Current: 11758.21 Voltage: 569.65 Power: 6698.10 R3: 17402.15
Current: 11768.62 Voltage: 569.69 Power: 6704.48 R3: 17417.56
Current: 11737.00 Voltage: 569.83 Power: 6688.08 R3: 17370.76
Current: 11743.72 Voltage: 569.81 Power: 6691.74 R3: 17380.70
Current: 11752.43 Voltage: 569.73 Power: 6695.73 R3: 17393.59
Current: 11763.00 Voltage: 569.68 Power: 6701.12 R3: 17409.24
Current: 11751.82 Voltage: 569.78 Power: 6695.98 R3: 17392.69
Current: 11743.04 Voltage: 569.76 Power: 6690.73 R3: 17379.70
Current: 11751.44 Voltage: 569.77 Power: 6695.65 R3: 17392.13
Current: 11761.29 Voltage: 569.64 Power: 6699.71 R3: 17406.70
Current: 11758.51 Voltage: 569.72 Power: 6699.05 R3: 17402.59
Current: 11737.92 Voltage: 569.75 Power: 6687.71 R3: 17372.13
Current: 11747.16 Voltage: 569.82 Power: 6693.75 R3: 17385.80
Current: 11758.61 Voltage: 569.66 Power: 6698.35 R3: 17402.74
Current: 11766.71 Voltage: 569.74 Power: 6703.97 R3: 17414.74
Current: 11745.92 Voltage: 569.71 Power: 6691.75 R3: 17383.96
Current: 11752.11 Voltage: 569.74 Power: 6695.68 R3: 17393.13
Current: 11761.49 Voltage: 569.68 Power: 6700.26 R3: 17407.00
Current: 11739.59 Voltage: 569.75 Power: 6688.63 R3: 17374.59
Current: 11736.95 Voltage: 569.78 Power: 6687.48 R3: 17370.69
Current: 11744.87 Voltage: 569.74 Power: 6691.47 R3: 17382.41
Current: 11758.01 Voltage: 569.68 Power: 6698.30 R3: 17401.85
Current: 11765.33 Voltage: 569.64 Power: 6702.04 R3: 17412.69
Current: 11739.19 Voltage: 569.83 Power: 6689.32 R3: 17374.00
Current: 11745.81 Voltage: 569.69 Power: 6691.50 R3: 17383.80
Current: 11756.41 Voltage: 569.70 Power: 6697.63 R3: 17399.48
Current: 11762.51 Voltage: 569.57 Power: 6699.62 R3: 17408.52
Current: 11735.71 Voltage: 569.98 Power: 6689.16 R3: 17368.85
Current: 11742.88 Voltage: 569.73 Power: 6690.29 R3: 17379.46
Current: 11754.70 Voltage: 569.75 Power: 6697.21 R3: 17396.96
Current: 11748.54 Voltage: 569.71 Power: 6693.21 R3: 17387.83
Current: 11733.77 Voltage: 569.90 Power: 6687.05 R3: 17365.98
