	486	471	457	449	440	
506	506	510	486	472	458	448	439	
506	506	510	486	472	459	451	442	
507	507	509	486	472	458	450	441	
506	506	510	486	471	458	449	440	
506	506	510	486	471	457	448	440	
506	507	510	486	472	458	451	442	
506	507	510	486	472	459	451	443	
506	506	510	486	472	459	452	444	
506	506	509	486	472	459	454	447	
506	506	510	485	473	460	454	448	
507	506	510	486	474	461	463	458	
506	506	510	486	473	447	423	411	
506	506	510	486	468	452	437	422	
506	506	510	486	470	454	443	430	
506	506	510	486	471	456	445	433	
506	506	510	486	471	457	447	436	
506	507	510	486	471	457	446	436	
506	506	510	486	471	457	446	437	
506	506	510	486	471	457	446	Hi!
---Calibrated baselines---
506	506	510	486	401	364	357	350	506	507	510	486	390	352	345	340	
506	506	510	486	442	401	381	365	
506	507	510	486	461	430	410	392	
506	506	509	486	468	445	429	412	
506	506	509	486	470	452	439	425	
506	506	509	486	471	455	444	432	
506	507	510	486	471	456	446	435	
506	507	510	485	471	456	447	437	
506	507	510	486	471	457	447	438	
507	506	510	486	471	457	448	438	
506	507	510	486	471	457	448	438	
506	506	510	486	471	457	448	438	
506	507	509	486	471	457	448	438	
506	507	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	458	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	509	486	471	457	448	438	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	485	471	457	448	439	
506	507	510	486	471	457	448	438	
506	507	510	486	471	457	448	438	
506	506	510	486	471	457	448	439	
506	507	509	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	509	485	471	457	448	439	
506	506	510	486	471	458	448	439	
507	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	458	448	439	
506	507	509	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	509	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	509	486	471	457	448	439	
506	506	510	486	471	458	448	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
507	506	510	486	471	457	448	438	
506	507	510	486	471	457	448	438	
506	506	510	486	471	457	448	438	
506	507	510	486	471	457	448	438	
506	507	509	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	509	486	472	458	449	440	
506	506	509	486	472	459	451	443	
506	506	509	486	474	462	457	449	
507	506	510	486	474	462	457	450	
506	507	509	486	473	462	456	450	
506	507	510	485	473	461	455	448	
506	506	510	486	472	460	453	445	
506	507	510	486	470	449	437	427	
506	507	510	486	471	456	446	435	
506	506	510	486	470	455	444	433	
506	506	509	486	472	459	451	441	
506	507	510	486	473	460	451	442	
506	507	510	486	472	459	452	444	
506	507	510	486	472	459	451	442	
506	506	510	486	471	457	449	439	
506	507	510	486	470	456	447	437	
506	507	509	486	472	458	453	445	
506	506	510	486	474	461	453	440	
506	506	510	486	469	455	444	434	
506	506	510	486	469	455	444	433	
506	506	510	486	469	455	443	432	
506	506	510	486	470	455	444	433	
506	507	510	486	470	456	445	434	
506	506	510	486	470	456	446	435	
506	507	510	486	470	457	447	437	
506	507	509	486	471	457	448	438	
506	506	510	486	471	457	448	439	
506	506	510	486	472	459	451	442	
506	506	509	486	472	459	452	444	
507	506	510	486	472	459	451	442	
506	506	510	486	471	457	448	438	
506	506	510	486	470	456	446	436	
506	506	509	486	470	456	446	436	
506	506	510	486	471	457	447	437	
506	507	510	486	471	457	447	438	
506	507	510	485	471	457	448	438	
506	506	510	486	471	457	448	438	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
507	506	510	486	471	457	448	439	
506	507	510	486	471	458	448	439	
506	507	510	486	471	458	448	439	
506	506	510	486	471	458	449	439	
506	506	510	486	471	458	449	439	
506	506	509	486	471	458	449	439	
506	507	510	486	471	458	449	439	
506	506	510	486	471	458	449	439	
506	507	510	486	471	458	449	440	
506	506	510	486	472	458	450	441	
506	506	510	486	472	460	453	444	
506	507	509	486	472	459	450	441	
506	506	510	486	471	457	448	439	
506	506	510	486	471	458	449	440	
506	507	510	486	472	458	449	440	
506	506	510	486	471	458	448	439	
506	506	510	486	471	457	448	438	
507	506	509	486	471	457	448	438	
506	507	510	486	471	457	448	438	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	458	449	440	
506	506	510	486	471	458	449	439	
506	507	510	486	471	458	449	440	
506	506	509	486	471	458	449	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	485	471	457	448	439	
506	507	510	486	471	457	448	439	
507	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	457	448	438	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	509	486	472	458	450	441	
506	507	510	486	472	459	451	442	
506	507	510	486	472	459	451	443	
506	506	510	486	472	459	451	443	
506	506	510	486	473	460	453	445	
507	507	510	486	472	460	453	445	
506	507	510	486	473	461	457	451	
506	506	510	486	475	463	459	451	
506	506	510	486	472	458	449	440	
506	507	509	486	469	454	443	432	
506	506	510	486	468	453	441	430	
506	506	509	486	469	454	442	431	
506	506	509	486	470	454	443	432	
506	507	510	486	470	455	445	435	
506	506	510	486	472	459	453	446	
507	506	509	486	480	473	486	492	
506	506	510	486	489	483	493	494	
506	506	510	486	475	465	456	450	
506	506	510	486	466	452	435	426	
506	507	510	486	468	453	440	429	
506	506	510	486	467	450	436	424	
506	506	510	486	466	449	437	426	
507	506	510	486	474	460	456	446	
506	506	510	486	471	456	446	435	
506	506	510	486	469	454	441	429	
506	506	510	486	467	450	435	421	
506	506	510	486	466	449	434	420	
506	507	510	486	468	452	438	424	
507	506	510	486	469	453	441	428	
506	506	510	486	470	455	443	431	
506	507	510	486	470	455	445	434	
507	506	510	486	471	456	446	436	
506	507	510	486	471	457	447	437	
506	506	510	486	471	457	448	438	
506	506	510	486	471	457	448	438	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	449	439	
506	506	510	486	472	458	451	442	
506	507	509	485	473	461	455	448	
506	506	509	486	475	463	461	454	
506	506	510	486	470	455	445	435	
506	506	510	486	471	458	449	440	
506	506	510	486	471	457	447	437	
506	506	510	486	470	456	445	435	
506	506	510	486	470	456	445	435	
506	506	510	486	471	456	447	437	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	449	440	
506	506	510	486	471	457	448	438	
506	506	510	485	470	456	446	437	
506	506	510	486	470	456	447	437	
506	506	510	486	471	456	447	438	
506	507	510	486	472	458	451	443	
506	506	510	486	473	460	454	447	
506	507	510	486	476	466	464	459	
506	506	510	486	478	470	469	465	
506	506	510	486	457	438	412	398	
506	506	510	486	466	447	431	417	
507	506	510	486	474	460	453	442	
506	506	510	486	471	456	445	434	
507	507	509	486	472	459	451	444	
506	507	510	486	472	457	450	440	
506	507	510	486	469	454	443	432	
506	506	510	486	469	454	441	430	
506	506	509	486	470	454	442	431	
506	507	510	486	470	454	443	431	
506	506	510	486	470	455	443	432	
506	506	509	486	470	455	444	432	
506	506	509	486	470	456	445	434	
506	507	510	486	473	459	451	442	
506	506	510	486	472	459	450	441	
506	506	510	486	471	458	449	439	
506	507	510	486	471	458	448	439	
506	506	509	486	471	458	449	440	
506	506	510	486	471	458	449	440	
507	506	510	486	471	458	449	439	
506	506	510	486	471	458	449	439	
506	507	510	486	472	458	449	440	
506	507	510	486	472	458	449	439	
506	507	510	486	471	458	449	439	
506	506	509	486	472	458	449	440	
506	507	510	486	471	458	449	440	
506	507	510	486	472	458	450	440	
506	507	510	486	472	458	450	441	
506	506	510	486	472	458	450	441	
506	507	510	486	471	458	449	440	
506	506	509	486	471	458	448	439	
506	507	510	486	471	458	448	439	
506	507	510	486	471	458	448	439	
506	506	509	486	471	457	448	439	
506	506	510	486	471	458	448	439	
506	506	509	486	471	457	448	439	
506	507	509	485	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
507	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	509	486	471	457	448	439	
506	507	510	486	471	458	448	439	
506	506	510	486	471	458	449	439	
506	507	510	486	471	457	449	439	
506	506	510	486	471	458	449	439	
506	506	509	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	509	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	507	509	486	471	457	448	438	
506	506	510	486	471	458	448	439	
506	507	510	486	471	458	449	439	
506	506	510	486	471	458	449	439	
506	507	510	486	471	457	448	439	
506	507	510	486	471	457	448	439	
506	506	510	486	471	458	449	440	
506	506	510	486	471	458	448	439	
506	506	510	486	471	458	450	440	
506	507	510	486	472	458	449	440	
506	506	510	486	472	458	449	440	
506	507	510	486	472	458	450	441	
506	506	510	486	472	459	451	443	
506	506	510	485	472	459	451	443	
506	506	510	486	472	458	449	440	
506	507	510	486	471	457	448	439	
506	506	509	486	471	457	447	438	
506	506	510	486	471	457	447	437	
506	506	510	486	471	457	447	437	
506	507	510	486	471	457	448	438	
506	507	510	486	471	457	448	438	
506	506	510	486	471	457	447	438	
506	506	510	486	471	457	447	438	
506	507	510	486	471	457	448	438	
506	507	509	486	471	457	448	438	
506	506	510	486	471	457	448	438	
506	507	510	486	471	457	447	437	
506	506	509	486	470	457	447	437	
506	506	510	486	471	457	447	437	
506	506	510	486	471	457	447	437	
506	506	510	486	471	457	448	437	
506	506	510	486	471	457	448	438	
506	507	509	486	471	457	447	438	
506	507	509	486	471	457	448	439	
506	506	510	486	471	457	448	439	
506	506	509	486	471	458	449	439	
506	506	510	486	471	458	449	440	
506	506	51
